customer_id,signup_date,archetype,region,age
C01130,2025-09-15 18:51:39,regular,East,33
C01131,2024-02-24 04:55:29,occasional,North,34
C01132,2024-06-04 15:35:20,occasional,West,34
C01133,2025-12-15 22:15:05,loyal,South,19
C01134,2025-04-01 13:31:19,regular,South,26
C01135,2024-04-19 05:12:05,loyal,South,34
C01136,2026-06-11 14:19:42,occasional,West,69
C01137,2024-08-26 11:44:38,regular,Central,28
C01138,2024-01-04 14:33:51,occasional,East,44
C01139,2026-04-11 17:59:09,regular,North,46
C01140,2024-01-15 22:07:25,loyal,South,36
C01141,2025-05-13 00:32:25,dormant,North,65
C01142,2026-06-12 18:37:36,loyal,Central,22
C01143,2025-06-04 00:40:54,regular,North,63
C01144,2025-06-10 04:11:55,regular,Central,56
C01145,2024-12-15 08:34:39,dormant,East,33
C01146,2024-04-24 05:15:19,occasional,East,57
C01147,2025-05-30 10:08:35,occasional,Central,40
C01148,2026-03-18 13:43:38,dormant,North,68
C01149,2024-03-22 23:49:17,loyal,West,19
C01150,2026-03-03 08:12:51,dormant,North,19
C01151,2025-01-08 13:00:16,regular,Central,46
C01152,2025-04-27 13:55:43,occasional,East,66
C01153,2024-05-28 20:44:42,occasional,North,21
C01154,2025-07-13 14:42:27,regular,West,58
C01155,2024-06-13 02:49:35,dormant,North,66
C01156,2024-09-02 20:50:35,regular,North,43
C01157,2025-10-11 10:49:23,dormant,West,63
C01158,2024-02-15 11:13:31,regular,East,57
C01159,2025-02-06 11:07:17,occasional,Central,29
C01160,2025-06-19 02:39:36,dormant,East,62
C01161,2024-04-28 19:49:04,loyal,East,54
C01162,2024-09-22 06:42:43,dormant,South,18
C01163,2024-11-05 03:38:03,occasional,North,47
C01164,2025-08-20 06:12:51,at_risk,Central,52
C01165,2026-05-29 00:54:51,regular,North,59
C01166,2026-01-22 14:53:44,occasional,East,58
C01167,2024-06-19 18:56:25,at_risk,South,42
C01168,2024-01-17 08:16:03,occasional,South,33
C01169,2024-02-16 17:18:04,regular,East,27
C01170,2025-06-20 03:25:02,regular,West,22
C01171,2024-05-20 15:13:37,new,West,51
C01172,2024-07-27 03:39:34,loyal,Central,67
C01173,2026-02-01 15:39:31,at_risk,South,22
C01174,2026-02-25 11:59:28,dormant,East,54
C01175,2026-01-25 03:03:51,loyal,North,48
C01176,2024-08-16 07:09:11,regular,West,26
C01177,2025-07-11 17:11:17,at_risk,South,29
C01178,2025-07-03 16:38:04,loyal,East,32
C01179,2024-06-15 17:20:38,occasional,North,53
C01180,2025-05-13 04:28:55,at_risk,West,33
C01181,2025-04-17 17:32:29,occasional,West,61
C01182,2024-12-22 13:11:46,regular,Central,37
C01183,2025-11-07 11:55:12,at_risk,North,23
C01184,2025-09-01 20:36:29,occasional,Central,22
C01185,2025-04-24 09:20:36,regular,South,38
C01186,2025-10-15 04:37:26,occasional,South,39
C01187,2025-11-17 19:08:39,new,South,56
C01188,2025-05-25 05:51:22,at_risk,South,42
C01189,2024-08-28 21:45:44,occasional,East,26
C01190,2025-11-13 13:55:12,regular,South,29
C01191,2025-10-07 20:27:36,loyal,South,47
C01192,2026-06-04 01:48:30,regular,West,35
C01193,2024-05-14 19:20:43,loyal,West,52
C01194,2025-01-12 08:17:00,dormant,West,65
C01195,2026-04-11 19:17:45,regular,East,36
C01196,2025-04-08 02:59:37,new,North,46
C01197,2026-04-28 08:39:14,regular,West,61
C01198,2024-01-12 05:20:57,regular,North,28
C01199,2024-02-01 15:40:04,occasional,South,44
C01200,2025-12-17 10:12:59,regular,North,33
C01201,2024-11-18 14:06:44,new,West,50
C01202,2025-04-13 04:58:09,dormant,South,56
C01203,2025-01-20 05:00:17,new,West,25
C01204,2025-01-02 03:58:00,regular,South,27
C01205,2026-04-25 12:38:40,new,South,19
C01206,2024-03-25 15:57:15,regular,South,18
C01207,2025-11-25 23:53:10,dormant,North,20
C01208,2026-03-11 16:34:42,occasional,South,54
C01209,2025-08-14 16:05:41,regular,West,65
C01210,2024-12-21 12:09:22,regular,East,39
C01211,2024-05-24 00:17:52,loyal,North,63
C01212,2025-09-06 07:45:44,regular,West,55
C01213,2025-02-25 22:01:58,dormant,South,59
C01214,2024-05-14 10:28:54,new,North,56
C01215,2024-11-19 16:26:50,dormant,North,28
C01216,2026-05-15 09:28:18,loyal,East,45
C01217,2024-08-26 20:19:42,occasional,South,45
C01218,2024-06-09 14:20:31,regular,West,51
C01219,2025-09-05 18:40:07,occasional,South,59
C01220,2024-06-28 14:06:25,regular,West,23
C01221,2026-04-07 22:02:02,regular,South,53
C01222,2026-02-12 02:01:46,occasional,East,61
C01223,2026-06-04 04:15:05,regular,West,24
C01224,2026-04-01 07:47:13,occasional,South,39
C01225,2024-08-07 09:18:28,at_risk,North,64
C01226,2024-07-09 22:23:02,regular,East,19
C01227,2024-11-04 09:00:42,dormant,Central,26
C01228,2025-02-26 19:41:56,occasional,Central,59
C01229,2026-03-02 23:54:24,new,South,26
C01230,2025-10-22 03:29:23,at_risk,West,54
C01231,2025-08-02 23:47:22,at_risk,South,64
C01232,2026-03-01 12:41:58,at_risk,North,43
C01233,2025-08-04 07:10:02,new,West,43
C01234,2024-12-07 03:32:17,occasional,East,40
C01235,2025-01-06 16:49:08,regular,East,37
C01236,2025-04-10 07:37:14,loyal,West,37
C01237,2024-03-20 21:28:46,occasional,South,46
C01238,2025-10-29 13:04:27,loyal,West,64
C01239,2025-08-10 11:57:31,regular,South,69
C01240,2025-10-20 00:32:12,loyal,North,63
C01241,2025-04-25 13:09:27,occasional,South,24
C01242,2025-12-05 15:56:18,regular,Central,33
C01243,2026-05-04 18:37:13,occasional,East,57
C01244,2025-05-27 22:34:13,new,North,46
C01245,2025-02-03 22:41:25,new,West,35
C01246,2024-04-04 03:41:09,regular,Central,34
C01247,2025-12-01 19:25:47,occasional,Central,24
C01248,2026-03-24 13:49:22,occasional,East,35
C01249,2025-09-21 12:59:12,occasional,South,39
C01250,2026-02-18 00:21:59,at_risk,East,39
C01251,2026-02-14 01:54:31,regular,West,46
C01252,2025-12-19 06:54:15,dormant,Central,32
C01253,2025-03-28 14:13:08,loyal,West,28
C01254,2024-03-30 21:01:46,new,South,64
C01255,2024-01-03 22:06:30,occasional,North,39
C01256,2024-07-02 22:58:59,regular,East,31
C01257,2025-01-22 22:07:51,at_risk,North,51
C01258,2025-10-31 05:46:03,loyal,North,46
C01259,2025-02-14 05:25:57,new,East,47
C01260,2024-01-21 19:49:33,occasional,West,29
C01261,2024-07-08 07:27:50,loyal,Central,55
C01262,2026-05-31 07:15:06,loyal,West,27
C01263,2026-06-08 05:16:58,at_risk,Central,61
C01264,2024-12-05 10:19:29,regular,West,40
C01265,2025-12-25 11:41:17,new,West,39
C01266,2025-10-09 09:09:01,at_risk,North,38
C01267,2026-04-18 03:23:59,at_risk,East,39
C01268,2026-03-09 19:32:06,regular,North,52
C01269,2025-07-19 20:49:08,at_risk,North,43
C01270,2024-12-21 04:00:19,dormant,North,24
C01271,2025-07-17 23:49:47,loyal,West,47
C01272,2024-10-14 05:15:41,regular,West,31
C01273,2024-11-09 06:45:23,regular,Central,23
C01274,2025-07-01 20:48:29,regular,Central,61
C01275,2025-05-29 06:12:46,at_risk,Central,34
C01276,2025-06-06 21:22:13,occasional,North,48
C01277,2024-12-12 04:59:44,occasional,Central,26
C01278,2025-01-03 05:25:24,regular,West,35
C01279,2024-01-10 04:08:54,regular,Central,38
C01280,2025-06-25 14:20:04,regular,North,24
C01281,2025-06-02 04:57:29,new,North,68
C01282,2026-04-21 20:14:14,occasional,Central,34
C01283,2025-03-29 20:26:17,regular,North,48
C01284,2025-02-24 21:01:45,new,South,47
C01285,2024-03-01 21:56:24,loyal,South,40
C01286,2024-06-26 01:37:51,regular,North,48
C01287,2024-10-31 05:36:37,regular,North,47
C01288,2024-12-05 11:38:56,dormant,Central,22
C01289,2024-11-22 10:00:50,at_risk,Central,52
C01290,2024-12-20 16:42:38,occasional,Central,23
C01291,2025-11-23 00:37:27,loyal,South,40
C01292,2024-04-27 23:56:51,regular,South,36
C01293,2024-10-26 00:48:22,occasional,South,41
C01294,2024-05-26 14:01:27,regular,South,21
C01295,2024-10-04 00:23:00,dormant,North,54
C01296,2025-09-08 02:32:26,at_risk,West,39
C01297,2024-02-12 02:05:51,occasional,Central,21
C01298,2024-11-01 12:43:09,at_risk,East,18
C01299,2024-01-22 07:37:36,dormant,South,46
C01300,2026-05-09 09:48:17,occasional,South,52
C01301,2025-10-16 12:47:38,occasional,North,46
C01302,2024-08-07 05:41:22,dormant,South,55
C01303,2024-06-27 09:03:36,regular,East,57
C01304,2024-03-30 00:46:09,new,South,63
C01305,2025-03-01 14:12:18,loyal,East,69
C01306,2025-11-09 03:41:54,occasional,Central,64
C01307,2025-06-09 18:56:24,new,South,59
C01308,2026-03-03 22:22:42,occasional,North,40
C01309,2024-11-05 10:27:44,occasional,North,44
C01310,2024-09-07 07:14:54,occasional,North,50
C01311,2025-03-06 05:54:58,regular,East,26
C01312,2024-06-30 21:06:10,regular,West,53
C01313,2026-05-28 01:55:40,regular,Central,48
C01314,2024-06-16 04:32:54,occasional,East,45
C01315,2025-03-06 23:31:13,occasional,South,61
C01316,2025-04-14 19:27:56,regular,North,53
C01317,2024-02-21 08:12:04,new,South,66
C01318,2025-02-25 13:47:57,regular,South,68
C01319,2025-02-13 05:34:12,occasional,Central,60
C01320,2024-08-21 11:54:01,occasional,East,33
C01321,2024-04-25 04:06:56,regular,South,27
C01322,2024-02-10 15:44:21,at_risk,South,33
C01323,2024-01-08 17:21:54,occasional,North,55
C01324,2025-03-09 08:12:46,loyal,Central,62
C01325,2024-03-21 20:34:07,dormant,North,63
C01326,2026-05-13 09:34:42,new,North,53
C01327,2024-08-08 06:32:19,at_risk,North,53
C01328,2025-08-10 06:24:52,new,West,67
C01329,2025-08-29 03:20:45,dormant,East,53
C01330,2025-03-21 22:56:29,regular,East,25
C01331,2026-03-06 06:01:56,occasional,South,44
C01332,2024-04-09 14:56:55,occasional,North,36
C01333,2024-07-29 15:04:58,regular,Central,51
C01334,2024-08-15 04:37:25,regular,North,51
C01335,2024-05-01 20:57:05,loyal,North,33
C01336,2024-09-22 07:07:02,at_risk,East,33
C01337,2024-10-08 10:02:38,new,North,22
C01338,2025-11-19 07:45:23,at_risk,North,33
C01339,2024-09-28 11:08:00,regular,West,61
C01340,2026-02-28 00:57:10,regular,East,52
C01341,2025-11-26 09:45:37,occasional,South,67
C01342,2026-03-22 11:27:49,occasional,South,66
C01343,2024-04-04 16:51:06,dormant,West,62
C01344,2026-06-05 02:40:53,new,North,27
C01345,2025-07-06 13:35:50,dormant,North,35
C01346,2026-06-03 03:07:12,new,East,20
C01347,2024-11-15 08:35:35,dormant,East,22
C01348,2026-05-07 16:46:51,occasional,Central,30
C01349,2025-06-13 17:52:52,loyal,South,32
C01350,2024-03-05 15:21:29,loyal,North,18
C01351,2025-01-04 02:41:18,regular,East,61
C01352,2024-05-04 00:20:25,regular,East,45
C01353,2026-04-27 03:38:29,regular,North,52
C01354,2024-10-01 00:28:36,dormant,East,51
C01355,2024-07-19 03:00:03,regular,North,68
C01356,2025-05-12 14:36:07,dormant,Central,25
C01357,2025-01-17 15:29:16,at_risk,West,35
C01358,2024-03-28 06:43:20,occasional,South,34
C01359,2026-01-04 20:16:20,at_risk,Central,46
C01360,2026-01-31 05:12:50,regular,Central,45
C01361,2025-10-30 15:58:59,occasional,North,59
C01362,2025-07-09 01:55:59,regular,South,47
C01363,2024-12-28 07:14:46,dormant,East,30
C01364,2025-05-03 03:04:15,regular,North,47
C01365,2025-04-13 21:31:20,regular,South,68
C01366,2024-05-28 18:43:28,at_risk,South,48
C01367,2024-03-14 15:09:57,at_risk,Central,48
C01368,2024-08-15 22:19:05,occasional,South,27
C01369,2025-02-12 21:36:12,occasional,West,18
C01370,2024-05-24 06:44:22,regular,South,28
C01371,2024-04-06 00:01:07,at_risk,North,19
C01372,2026-02-05 17:45:21,regular,Central,41
C01373,2024-12-03 11:55:45,regular,North,63
C01374,2025-06-09 19:19:17,regular,North,41
C01375,2025-04-16 15:00:36,regular,South,51
C01376,2025-10-23 14:47:43,regular,West,62
C01377,2025-10-27 19:56:32,occasional,South,57
C01378,2024-09-23 10:18:35,regular,North,51
C01379,2026-02-02 02:47:58,regular,South,58
C01380,2024-11-30 03:03:24,occasional,South,32
C01381,2026-01-21 16:27:21,regular,North,39
C01382,2024-12-30 08:52:01,at_risk,East,38
C01383,2024-04-09 21:28:22,dormant,North,59
C01384,2025-11-15 00:19:23,occasional,South,39
C01385,2024-01-28 03:29:04,dormant,West,66
C01386,2025-11-26 02:49:27,loyal,West,27
C01387,2024-02-08 20:18:46,loyal,South,26
C01388,2024-07-05 03:10:19,at_risk,South,55
C01389,2025-06-27 00:40:35,at_risk,South,57
C01390,2026-04-27 09:14:20,new,Central,53
C01391,2025-01-02 15:07:06,loyal,North,34
C01392,2024-04-18 14:09:18,new,North,18
C01393,2024-07-28 14:50:07,regular,South,34
C01394,2026-03-17 12:14:12,regular,North,42
C01395,2025-10-16 01:29:35,regular,North,39
C01396,2024-03-31 08:32:45,dormant,North,65
C01397,2024-12-12 09:46:48,loyal,West,62
C01398,2024-08-26 02:03:35,new,East,58
C01399,2024-06-09 01:10:14,occasional,West,19
C01400,2026-01-31 19:56:10,at_risk,West,24
C01401,2025-07-09 22:34:16,at_risk,South,40
C01402,2024-06-10 13:01:43,new,Central,50
C01403,2025-08-08 15:00:50,regular,West,53
C01404,2025-01-07 05:04:01,loyal,West,33
C01405,2024-02-25 07:53:49,occasional,West,23
C01406,2025-02-08 20:57:38,regular,South,35
C01407,2024-06-15 17:00:29,regular,South,59
C01408,2024-08-08 17:35:37,regular,South,69
C01409,2026-03-02 02:21:19,regular,North,66
C01410,2025-10-01 05:17:46,loyal,South,48
C01411,2024-04-30 16:22:27,loyal,North,22
C01412,2026-02-05 04:49:41,dormant,North,68
C01413,2025-05-31 21:02:18,regular,Central,25
C01414,2026-02-26 02:49:21,dormant,West,31
C01415,2025-11-03 08:49:42,dormant,East,68
C01416,2024-11-01 09:21:29,regular,South,44
C01417,2025-04-26 09:09:26,at_risk,East,28
C01418,2025-04-22 18:22:06,occasional,Central,44
C01419,2025-10-09 22:44:11,at_risk,West,22
C01420,2024-08-11 13:34:41,loyal,East,34
C01421,2024-10-26 18:42:32,regular,East,67
C01422,2024-08-08 07:36:15,loyal,South,33
C01423,2024-09-23 12:41:10,occasional,West,64
C01424,2024-05-25 03:05:15,dormant,Central,46
C01425,2024-02-02 21:24:11,at_risk,South,52
C01426,2026-04-26 00:24:37,at_risk,South,54
C01427,2024-03-07 21:12:48,dormant,South,46
C01428,2026-03-10 04:33:30,at_risk,South,19
C01429,2024-01-03 18:28:54,loyal,Central,65
C01430,2025-11-30 14:56:52,new,West,42
C01431,2024-10-22 13:31:46,regular,South,52
C01432,2025-04-10 21:29:19,loyal,South,46
C01433,2024-09-10 23:58:15,occasional,South,52
C01434,2025-03-17 13:07:51,dormant,North,36
C01435,2025-02-10 09:44:20,regular,East,61
C01436,2025-04-21 18:30:22,occasional,West,29
C01437,2024-12-19 22:54:29,regular,West,51
C01438,2025-04-27 21:52:08,loyal,North,48
C01439,2026-01-12 21:54:00,loyal,West,44
C01440,2025-01-26 02:33:45,at_risk,West,19
C01441,2024-11-21 05:42:18,new,South,38
C01442,2024-04-28 13:54:15,regular,East,20
C01443,2024-11-19 17:54:20,regular,East,44
C01444,2024-04-23 02:20:21,regular,West,53
C01445,2024-06-13 06:03:33,loyal,North,45
C01446,2026-05-07 00:35:36,occasional,North,57
C01447,2024-03-21 11:21:11,at_risk,East,36
C01448,2025-03-09 19:51:51,occasional,North,33
C01449,2026-01-20 20:53:13,regular,South,41
C01450,2026-05-07 21:14:20,occasional,West,29
C01451,2024-05-12 01:01:09,loyal,North,59
C01452,2024-05-27 05:15:37,regular,South,60
C01453,2024-12-01 08:05:33,dormant,Central,39
C01454,2025-05-13 23:23:50,at_risk,East,59
C01455,2026-05-13 19:50:38,dormant,East,19
C01456,2024-07-05 22:41:33,dormant,East,26
C01457,2024-05-27 22:56:02,occasional,North,32
C01458,2024-08-15 20:47:14,dormant,North,38
C01459,2026-02-25 21:17:58,occasional,West,30
C01460,2024-01-28 01:10:43,loyal,South,44
C01461,2024-12-08 02:53:02,loyal,South,59
C01462,2024-04-17 01:23:29,loyal,North,41
C01463,2024-05-21 08:46:28,loyal,Central,41
C01464,2026-04-05 03:55:31,regular,North,21
C01465,2024-01-02 11:53:23,at_risk,West,32
C01466,2024-10-16 09:06:45,new,South,59
C01467,2026-04-03 21:10:05,occasional,East,60
C01468,2025-07-01 07:35:26,regular,South,23
C01469,2024-03-05 13:54:44,at_risk,North,18
C01470,2025-02-22 12:18:18,regular,East,61
C01471,2026-05-23 20:25:58,loyal,West,27
C01472,2024-12-26 09:44:48,regular,North,47
C01473,2025-04-20 18:26:08,regular,South,61
C01474,2025-04-23 16:44:21,regular,South,58
C01475,2025-08-17 09:39:27,new,North,46
C01476,2024-06-17 12:21:40,at_risk,East,37
C01477,2026-01-25 17:11:04,at_risk,North,58
C01478,2026-06-08 17:50:38,regular,East,54
C01479,2024-05-08 07:09:16,new,North,61
C01480,2026-01-06 11:26:59,at_risk,East,44
C01481,2026-01-05 05:14:50,regular,South,66
C01482,2025-10-29 10:52:33,occasional,South,58
C01483,2024-11-29 18:56:08,occasional,South,21
C01484,2025-02-25 21:12:02,occasional,Central,33
C01485,2026-01-25 06:57:56,loyal,East,59
C01486,2024-05-17 14:08:44,occasional,West,24
C01487,2026-01-15 20:53:32,loyal,South,54
C01488,2026-04-08 14:22:56,regular,South,35
C01489,2025-09-05 16:21:54,regular,North,28
C01490,2024-11-03 05:57:38,dormant,South,46
C01491,2025-05-18 05:39:43,regular,West,66
C01492,2024-02-15 02:18:16,regular,West,64
C01493,2026-04-18 14:57:38,regular,East,39
C01494,2024-11-04 03:55:09,new,West,18
C01495,2024-02-21 09:19:27,occasional,North,64
C01496,2025-12-16 00:16:17,dormant,North,64
C01497,2025-08-14 19:15:29,regular,West,49
C01498,2025-07-14 10:30:31,loyal,North,50
C01499,2024-02-18 16:29:23,occasional,North,45
C01500,2025-11-06 18:06:47,regular,Central,18
C01501,2025-07-27 14:03:23,new,Central,26
C01502,2025-12-15 06:31:26,new,East,25
C01503,2026-01-14 14:19:43,occasional,South,65
C01504,2024-07-09 18:13:10,dormant,West,20
C01505,2024-07-08 13:49:04,occasional,North,46
C01506,2026-04-11 09:43:09,regular,South,36
C01507,2025-04-22 22:10:36,occasional,South,18
C01508,2025-01-29 04:34:31,loyal,Central,65
C01509,2024-09-15 11:33:24,new,Central,18
C01510,2025-07-29 02:41:40,loyal,West,62
C01511,2025-11-09 13:30:17,regular,North,58
C01512,2024-01-03 01:52:10,occasional,East,59
C01513,2025-05-12 08:58:51,loyal,South,26
C01514,2026-06-13 00:45:33,loyal,Central,63
C01515,2024-09-09 13:49:32,at_risk,North,49
C01516,2024-09-09 19:21:42,loyal,North,38
C01517,2026-03-01 07:37:08,occasional,West,53
C01518,2024-02-25 20:33:47,regular,South,35
C01519,2024-12-23 18:27:25,regular,West,32
C01520,2025-02-16 10:27:35,regular,North,32
C01521,2025-12-19 02:11:37,at_risk,West,47
C01522,2024-04-26 03:02:57,dormant,North,49
C01523,2025-01-25 15:40:17,regular,North,30
C01524,2024-05-17 02:15:24,dormant,East,30
C01525,2025-12-09 20:55:29,occasional,South,67
C01526,2025-07-23 01:18:30,occasional,East,44
C01527,2025-03-23 01:32:34,at_risk,North,62
C01528,2024-12-19 15:13:53,at_risk,North,35
C01529,2024-05-17 20:33:54,new,West,32
C01530,2026-04-09 16:00:45,occasional,North,32
C01531,2025-08-05 21:29:11,occasional,West,45
C01532,2024-10-14 05:46:48,regular,West,58
C01533,2025-01-07 13:02:24,loyal,North,44
C01534,2025-10-15 13:29:26,at_risk,West,33
C01535,2025-10-09 14:35:51,loyal,South,67
C01536,2025-02-18 23:44:51,regular,South,47
C01537,2024-09-29 14:38:54,loyal,North,38
C01538,2025-08-16 22:56:52,regular,West,18
C01539,2025-08-15 09:49:50,occasional,East,47
C01540,2025-06-23 17:25:10,occasional,East,50
C01541,2024-03-06 13:36:22,occasional,Central,66
C01542,2025-03-01 12:08:01,loyal,South,29
C01543,2025-07-06 12:39:12,occasional,Central,26
C01544,2026-05-05 01:19:09,regular,West,69
C01545,2025-04-18 00:09:46,at_risk,Central,46
C01546,2024-11-04 10:36:52,occasional,Central,19
C01547,2025-05-15 05:07:46,occasional,Central,23
C01548,2024-06-08 12:17:12,occasional,North,42
C01549,2024-03-22 15:01:15,dormant,West,50
C01550,2025-09-02 06:49:53,at_risk,West,30
C01551,2026-06-06 13:33:49,occasional,West,37
C01552,2026-01-31 09:45:47,occasional,South,56
C01553,2025-06-09 07:05:43,loyal,Central,68
C01554,2024-02-06 05:28:50,dormant,North,43
C01555,2026-06-08 04:10:28,regular,East,39
C01556,2025-02-08 16:03:57,regular,East,36
C01557,2024-09-17 16:43:33,dormant,North,25
C01558,2026-03-14 05:44:01,at_risk,West,20
C01559,2025-11-02 18:17:59,loyal,North,61
C01560,2025-11-05 15:45:43,loyal,West,19
C01561,2024-09-06 23:28:02,loyal,Central,60
C01562,2026-06-11 15:02:47,occasional,South,30
C01563,2025-02-11 13:56:23,loyal,West,54
C01564,2025-04-23 06:32:17,dormant,North,67
C01565,2025-11-06 20:40:51,dormant,Central,56
C01566,2025-08-16 23:54:26,occasional,Central,55
C01567,2024-06-04 01:23:59,occasional,North,31
C01568,2024-09-29 05:34:26,regular,West,49
C01569,2024-11-21 01:36:32,loyal,East,51
C01570,2026-05-02 18:46:07,at_risk,East,40
C01571,2025-10-05 01:19:42,loyal,West,19
C01572,2024-11-25 16:50:47,loyal,East,65
C01573,2025-10-23 06:00:13,regular,East,28
C01574,2025-10-26 15:49:52,loyal,South,68
C01575,2024-12-20 19:11:11,occasional,South,66
C01576,2024-12-28 19:49:41,at_risk,Central,18
C01577,2026-03-15 20:44:34,new,North,56
C01578,2025-05-20 15:17:19,occasional,East,50
C01579,2024-05-14 13:32:16,new,North,29
C01580,2025-10-09 19:18:09,occasional,Central,60
C01581,2025-06-14 14:40:11,new,East,23
C01582,2025-04-03 00:58:39,occasional,South,30
C01583,2025-10-14 14:15:03,regular,South,67
C01584,2026-03-27 09:03:51,dormant,South,56
C01585,2024-10-24 09:25:15,regular,Central,23
C01586,2025-01-12 08:54:04,loyal,East,25
C01587,2024-06-19 13:05:42,regular,East,31
C01588,2025-08-05 08:45:02,regular,West,21
C01589,2024-12-28 10:37:08,regular,South,27
C01590,2024-11-04 03:01:42,occasional,South,47
C01591,2025-09-18 20:54:09,new,South,18
C01592,2025-01-02 08:11:02,regular,North,32
C01593,2025-02-21 22:20:46,occasional,West,34
C01594,2025-01-31 01:04:55,regular,Central,68
C01595,2024-08-20 16:25:33,new,Central,68
C01596,2024-04-23 05:25:53,regular,Central,61
C01597,2026-01-14 12:14:58,loyal,South,35
C01598,2024-03-23 13:13:53,occasional,South,45
C01599,2024-10-19 09:22:59,at_risk,East,44
C01600,2025-08-23 17:46:55,new,Central,62
C01601,2024-04-28 03:58:14,occasional,West,56
C01602,2025-08-12 23:10:58,new,East,65
C01603,2025-10-21 18:13:32,regular,West,46
C01604,2025-08-19 14:50:58,loyal,West,65
C01605,2024-10-01 12:42:19,loyal,Central,56
C01606,2024-01-18 18:57:18,loyal,West,56
C01607,2026-03-09 14:48:27,regular,South,52
C01608,2024-10-20 21:24:42,occasional,South,35
C01609,2025-12-25 12:08:01,regular,East,49
C01610,2024-06-27 00:41:33,occasional,South,36
C01611,2024-05-26 04:03:59,occasional,Central,51
C01612,2025-12-01 08:04:13,at_risk,East,31
C01613,2026-04-25 18:12:34,at_risk,East,59
C01614,2026-02-13 13:36:59,regular,South,47
C01615,2025-11-07 02:55:01,regular,East,54
C01616,2024-08-10 00:17:45,occasional,East,29
C01617,2026-04-01 21:20:48,occasional,North,59
C01618,2025-08-24 01:32:29,regular,Central,59
C01619,2024-06-03 22:45:08,regular,South,25
C01620,2024-04-26 10:14:11,at_risk,South,36
C01621,2026-02-23 01:05:39,occasional,North,53
C01622,2024-09-04 15:17:40,regular,East,63
C01623,2025-11-20 07:16:31,occasional,West,56
C01624,2024-05-04 18:56:13,new,Central,42
C01625,2024-09-09 11:38:29,loyal,North,33
C01626,2024-09-12 04:02:54,new,Central,65
C01627,2024-09-09 23:51:03,regular,West,63
C01628,2025-08-30 06:18:33,occasional,South,64
C01629,2026-04-02 22:48:00,occasional,North,33
C01630,2026-03-30 07:03:39,loyal,South,40
C01631,2025-10-29 09:29:12,dormant,Central,30
C01632,2024-07-01 06:29:02,occasional,South,67
C01633,2026-05-14 12:31:42,dormant,East,63
C01634,2025-05-02 20:54:25,regular,West,27
C01635,2025-09-23 06:02:51,new,Central,30
C01636,2025-11-23 04:27:44,dormant,West,46
C01637,2026-05-07 15:07:30,occasional,West,39
C01638,2025-06-08 03:23:55,regular,North,41
C01639,2025-07-03 01:18:22,at_risk,Central,37
C01640,2025-11-01 23:24:06,occasional,South,53
C01641,2024-08-17 14:18:34,dormant,North,64
C01642,2024-10-03 22:35:52,occasional,Central,65
C01643,2025-07-16 22:19:40,regular,North,41
C01644,2024-02-27 17:10:18,regular,North,61
C01645,2024-10-15 10:36:32,at_risk,East,54
C01646,2025-10-08 04:42:31,dormant,South,28
C01647,2026-05-28 12:22:22,loyal,North,59
C01648,2025-04-12 13:07:14,at_risk,East,36
C01649,2024-12-25 17:00:15,dormant,West,50
C01650,2025-01-31 08:07:54,loyal,West,55
C01651,2025-09-08 21:14:18,loyal,North,67
C01652,2025-05-05 00:39:36,at_risk,East,67
C01653,2024-01-21 21:42:56,occasional,West,59
C01654,2025-04-30 07:35:01,loyal,North,44
C01655,2024-12-26 01:19:37,new,North,38
C01656,2025-09-22 17:18:59,occasional,North,40
C01657,2026-02-26 14:19:27,dormant,East,67
C01658,2026-05-16 04:53:13,new,North,28
C01659,2025-07-03 04:54:45,new,West,45
C01660,2024-11-22 07:20:31,occasional,Central,53
C01661,2025-02-03 13:09:58,regular,North,19
C01662,2024-06-07 19:34:14,occasional,West,51
C01663,2026-04-22 08:14:59,loyal,North,31
C01664,2026-02-01 13:55:50,at_risk,North,32
C01665,2026-02-07 14:03:44,regular,West,50
C01666,2024-10-22 07:27:57,occasional,South,18
C01667,2024-10-16 23:51:30,loyal,Central,26
C01668,2026-02-09 22:50:52,regular,East,41
C01669,2025-05-05 02:14:43,regular,North,48
C01670,2025-09-26 04:34:19,occasional,South,23
C01671,2025-03-16 20:12:13,new,North,36
C01672,2025-02-02 11:50:07,loyal,Central,33
C01673,2025-07-22 23:34:25,new,West,45
C01674,2026-01-01 16:23:28,new,South,33
C01675,2024-10-27 16:48:11,regular,East,18
C01676,2025-12-29 05:32:06,at_risk,West,45
C01677,2024-08-07 18:49:40,occasional,West,62
C01678,2024-12-28 13:04:33,regular,North,48
C01679,2026-04-01 09:42:40,occasional,North,36
C01680,2026-05-09 00:11:14,loyal,North,43
C01681,2026-04-11 11:41:20,new,South,25
C01682,2024-10-11 10:33:05,dormant,East,30
C01683,2026-01-28 23:46:26,new,North,40
C01684,2026-04-22 11:29:03,occasional,South,48
C01685,2026-05-30 09:12:55,occasional,South,43
C01686,2024-01-19 19:30:50,dormant,North,68
C01687,2025-11-01 11:49:00,regular,Central,51
C01688,2026-06-16 01:42:23,loyal,East,19
C01689,2025-11-19 04:48:42,occasional,South,45
C01690,2024-07-28 20:34:05,regular,East,48
C01691,2025-11-17 07:56:44,regular,South,20
C01692,2024-04-04 17:16:30,loyal,Central,38
C01693,2025-03-08 13:07:28,occasional,East,63
